,household_id,month,electricity_always_on,electricity_refrigeration,electricity_space_heating,electricity_water_heating,electricity_cooking,electricity_laundry,electricity_lighting,electricity_entertainment,electricity_electric_vehicle,electricity_pool_or_sauna,electricity_other,electricity_total,property_type,property_size,property_age,property_ownership,occupants,occupant_type,space_heating,water_heating,stove_heating,grill_heating,oven_heating,photo_voltaic,fridge,freezer,combi_fridge_freezer,oven,grill,hob,microwave,kettle,toaster,dishwasher,washing_machine,tumble_dryer,iron,tv,dvd_or_blueray,digital_tv_box,games_console,computer,tablet,electric_shower,ev_charger,swimming_pool,sauna
37,170,8,18.01484308141248,7.02854276855736,0.0,0.0,17.556012289734703,8.300621501423983,11.999992985311243,21.648697372297594,0.0,0.0,15.451254927818853,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,178,7,23.822064660369772,17.2905571744373,0.0,0.0,17.302897658762056,3.261624547829582,7.718203627411575,20.158416649919612,0.0,0.0,10.446204280546624,100.0,PT.02,PS.03,PA.01,OWN.01,OCC.02,OT.02,SH.01,WH.01,STH.02,GH.02,OH.02,SOL.02,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,2.0,0.0,2.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0
39,178,4,44.233839259746,0.0,0.0,0.0,17.19065418547284,1.0785496536791874,10.962319433822024,18.12254263031465,0.0,0.0,8.412310277595251,100.0,PT.02,PS.03,PA.01,OWN.01,OCC.02,OT.02,SH.01,WH.01,STH.02,GH.02,OH.02,SOL.02,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,2.0,0.0,2.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0
40,178,8,33.62162923326058,8.919326902767022,0.0,0.0,17.073604168133492,1.684292050975146,9.60428078574949,19.404492008730546,0.0,0.0,9.692290361191299,100.0,PT.02,PS.03,PA.01,OWN.01,OCC.02,OT.02,SH.01,WH.01,STH.02,GH.02,OH.02,SOL.02,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,2.0,0.0,2.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0
41,178,3,37.150137015177066,0.0,0.0,0.0,18.015177065767286,1.682862563237774,16.367306070826306,18.247523187183813,0.0,0.0,8.537257588532883,100.0,PT.02,PS.03,PA.01,OWN.01,OCC.02,OT.02,SH.01,WH.01,STH.02,GH.02,OH.02,SOL.02,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,2.0,0.0,2.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0
42,178,6,18.018632616990697,13.44510701090757,0.0,0.0,19.658154247675053,5.0634301855002555,9.548830781259463,21.98904838203472,0.0,0.0,12.276824306094692,100.0,PT.02,PS.03,PA.01,OWN.01,OCC.02,OT.02,SH.01,WH.01,STH.02,GH.02,OH.02,SOL.02,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,2.0,0.0,2.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0
43,178,5,27.601637893065988,17.64432951478072,0.0,0.0,16.881636497629938,1.8456386082269676,8.712841064194418,18.513032064504028,0.0,0.0,8.800840750221308,100.0,PT.02,PS.03,PA.01,OWN.01,OCC.02,OT.02,SH.01,WH.01,STH.02,GH.02,OH.02,SOL.02,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,2.0,0.0,2.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0
44,178,2,34.72266665869173,0.0,0.0,0.0,17.262045391335036,3.4052473077118615,16.505423454083815,22.08080004545713,0.0,0.0,6.02351808266618,100.0,PT.02,PS.03,PA.01,OWN.01,OCC.02,OT.02,SH.01,WH.01,STH.02,GH.02,OH.02,SOL.02,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,2.0,0.0,2.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0
45,200,4,25.39627861589635,0.0,0.0,0.0,9.651083565426314,11.771596600485305,13.146333220682664,35.55113887654319,0.0,0.0,4.483460454724753,100.0,PT.02,PS.04,PA.04,OWN.01,OCC.03,OT.04,SH.01,WH.01,STH.01,GH.02,OH.02,SOL.02,0.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
46,200,3,15.774144054794057,0.0,0.0,0.0,10.293466927752206,12.889911756478398,20.65381583297307,35.72819978129848,0.0,0.0,4.660546414736074,100.0,PT.02,PS.04,PA.04,OWN.01,OCC.03,OT.04,SH.01,WH.01,STH.01,GH.02,OH.02,SOL.02,0.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
47,200,5,24.204503849747812,12.70471423341111,0.0,0.0,4.4278930485958945,13.988601030606723,4.7232498538243375,38.95103251930338,0.0,0.0,1.0000054645107348,100.0,PT.02,PS.04,PA.04,OWN.01,OCC.03,OT.04,SH.01,WH.01,STH.01,GH.02,OH.02,SOL.02,0.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
48,200,2,11.873940155219595,0.0,0.0,0.0,9.44731057377417,19.998564443048764,22.309811134538606,33.719079449105024,0.0,0.0,2.6513839666233006,100.0,PT.02,PS.04,PA.04,OWN.01,OCC.03,OT.04,SH.01,WH.01,STH.01,GH.02,OH.02,SOL.02,0.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
49,201,4,18.087822869757847,0.0,0.0,0.0,22.58624845523727,8.58830686352906,12.79997092211335,22.2861723170867,0.0,0.0,15.651402051521423,100.0,PT.06,PS.01,PA.02,OWN.02,OCC.02,OT.02,SH.01,WH.01,STH.02,GH.02,OH.02,SOL.02,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0
50,201,2,19.627899240980977,0.0,0.0,0.0,22.81177235477335,9.618524902476638,15.895702924188814,19.34046992651728,0.0,0.0,12.705706250566994,100.0,PT.06,PS.01,PA.02,OWN.02,OCC.02,OT.02,SH.01,WH.01,STH.02,GH.02,OH.02,SOL.02,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0
51,201,6,20.816415968749894,8.134655665634888,0.0,0.0,20.67617696891898,8.953280122571094,6.399991718169303,20.828114054611774,0.0,0.0,14.19133099371616,100.0,PT.06,PS.01,PA.02,OWN.02,OCC.02,OT.02,SH.01,WH.01,STH.02,GH.02,OH.02,SOL.02,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0
